GEOID,NAME,B17001_001,B17001_002,B20004_001,B20004_002,B20004_003,B20004_004,B20004_005,B20004_006,B25014_001,B25014_002,B25014_003,B25014_004,B25014_005,B25014_006,B25014_007,B25014_008,B25014_009,B25014_010,B25014_011,B25014_012,B25014_013,B25064_001,B25071_001
37181,ZCTA5 37181,1697,156,39917,42250,40139,29521,44583,56932,576,448,316,102,30,0,0,128,95,10,23,0,0,756,36.3
37183,ZCTA5 37183,2988,525,35972,NA,32311,37188,37188,73889,1167,926,750,172,4,0,0,241,90,151,0,0,0,643,21.5
37184,ZCTA5 37184,6185,875,37314,24247,36736,38010,47581,49545,2307,1759,1371,373,15,0,0,548,322,226,0,0,0,1006,23.9
37185,ZCTA5 37185,7966,1176,30506,21394,27023,30893,46613,NA,3322,2485,2185,293,7,0,0,837,593,205,39,0,0,668,32.3
37186,ZCTA5 37186,9912,1973,33735,25000,31733,39512,53389,57159,3550,2440,1649,754,23,14,0,1110,635,427,24,24,0,800,34.6
37187,ZCTA5 37187,7215,690,37081,27434,33556,39199,63854,62981,2745,2109,1521,549,39,0,0,636,554,60,22,0,0,774,26.9
37188,ZCTA5 37188,15408,927,43311,37250,39683,39929,52779,55962,5681,4776,3341,1335,100,0,0,905,625,270,10,0,0,1005,26.2
37189,ZCTA5 37189,3879,364,40211,22692,30732,30461,48875,53667,1509,1306,1145,161,0,0,0,203,114,75,14,0,0,1167,24.6
37190,ZCTA5 37190,8298,1287,38855,40234,36925,36284,47961,56129,3378,2498,2090,361,25,22,0,880,606,257,17,0,0,640,24
37191,ZCTA5 37191,4271,106,39287,NA,30884,38958,40000,64970,1598,1412,937,475,0,0,0,186,124,62,0,0,0,744,18.4
37201,ZCTA5 37201,723,121,44141,10938,22188,NA,82153,69931,526,308,142,133,0,33,0,218,196,22,0,0,0,1610,30.8
37203,ZCTA5 37203,14427,3203,48491,NA,17207,31351,59250,64695,8726,1690,1453,237,0,0,0,7036,4409,2522,58,47,0,1465,29.4
37204,ZCTA5 37204,13720,960,51245,NA,21316,37765,55137,67083,5962,3368,2826,542,0,0,0,2594,1740,762,33,6,53,1392,27.8
37205,ZCTA5 37205,23248,1119,63000,24844,24850,39777,63184,81806,10778,7605,7148,457,0,0,0,3173,2530,611,15,17,0,1351,26.9
37206,ZCTA5 37206,25836,5718,41875,14286,21132,36847,54517,56868,11550,5857,5067,666,68,56,0,5693,3585,1977,72,30,29,950,27.5
37207,ZCTA5 37207,39388,9943,32116,25234,29809,32453,43945,54737,14909,8711,6652,1722,220,96,21,6198,3515,2472,132,79,0,944,32.7
37208,ZCTA5 37208,17183,5300,34652,17426,23947,28895,48651,62059,7974,2648,2093,548,0,7,0,5326,3387,1667,151,121,0,941,31.5
37209,ZCTA5 37209,36093,6720,40430,23088,27572,31156,48643,60359,15884,7216,6188,897,117,14,0,8668,5901,2538,198,31,0,1143,30.2
37210,ZCTA5 37210,16406,4921,28997,21453,22852,27796,42092,53079,6967,1981,1523,391,44,12,11,4986,2615,2008,274,89,0,800,28.1
37211,ZCTA5 37211,74329,12359,34725,25426,27206,32037,46190,57917,29450,13997,11083,2721,139,54,0,15453,8694,5425,999,228,107,1075,28.3
37212,ZCTA5 37212,14659,2086,50885,26051,30337,41289,49068,71750,6957,2759,2330,429,0,0,0,4198,3123,974,77,24,0,1229,29.2
37213,ZCTA5 37213,76,54,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,22,22,0,0,0,0,NA,NA
37214,ZCTA5 37214,30230,2418,42064,20451,31964,41649,46899,52198,13894,8402,7144,1121,137,0,0,5492,4273,1055,154,7,3,1155,29.9
37215,ZCTA5 37215,22131,1340,69187,NA,NA,44538,60542,99187,9998,7662,7093,558,5,6,0,2336,1885,451,0,0,0,1577,29.4
37216,ZCTA5 37216,17788,2039,43286,29688,31553,39810,46735,65175,7923,5455,4749,687,19,0,0,2468,1903,554,11,0,0,1113,27.5
37217,ZCTA5 37217,30098,4586,33420,22305,28899,34611,36345,50108,12470,5370,4243,1056,58,8,5,7100,4263,2329,364,41,103,982,29.1
37218,ZCTA5 37218,14633,2940,31019,21250,23858,28865,39185,58031,5854,4121,3327,783,11,0,0,1733,1018,665,28,22,0,865,40.4
37219,ZCTA5 37219,1154,39,72031,NA,NA,NA,71875,82857,829,283,252,31,0,0,0,546,425,121,0,0,0,1568,24
37220,ZCTA5 37220,5866,149,64063,NA,30859,48472,73500,89444,2316,2106,1881,225,0,0,0,210,206,4,0,0,0,1776,25.3
37221,ZCTA5 37221,40820,2517,51278,25274,34877,41345,52715,73921,17959,12545,10828,1658,27,11,21,5414,3895,1346,146,27,0,1350,28
37228,ZCTA5 37228,1518,255,31490,NA,NA,20893,45074,50938,1051,0,0,0,0,0,0,1051,962,89,0,0,0,898,31.5
37240,ZCTA5 37240,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37243,ZCTA5 37243,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37246,ZCTA5 37246,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37301,ZCTA5 37301,1102,197,30143,32000,22143,28375,NA,NA,395,338,269,69,0,0,0,57,43,9,5,0,0,560,22.6
37302,ZCTA5 37302,4657,469,44983,NA,24861,40776,52525,80625,1715,1385,1164,221,0,0,0,330,176,135,19,0,0,848,19.8
37303,ZCTA5 37303,23919,5304,33526,19063,29661,32998,50262,54917,9701,6648,5144,1475,0,0,29,3053,1950,957,146,0,0,711,31.8
37305,ZCTA5 37305,972,185,21786,15208,26333,22697,NA,NA,325,291,203,88,0,0,0,34,21,13,0,0,0,NA,NA
37306,ZCTA5 37306,2153,304,38735,18906,39896,27067,38857,42206,885,811,630,181,0,0,0,74,44,30,0,0,0,761,18.3
37307,ZCTA5 37307,4604,469,32397,26154,31788,34883,45341,49038,2073,1608,1218,371,19,0,0,465,277,188,0,0,0,674,18
37308,ZCTA5 37308,2721,313,46682,30515,39621,49113,50179,54500,1095,928,721,207,0,0,0,167,72,83,0,12,0,650,22.4
37309,ZCTA5 37309,2462,511,30273,NA,26821,31667,NA,48333,881,620,535,85,0,0,0,261,48,203,10,0,0,892,51
37310,ZCTA5 37310,4330,603,45013,22500,40536,49681,35341,63367,1584,1366,893,447,26,0,0,218,150,64,4,0,0,571,26
37311,ZCTA5 37311,25530,6012,30348,25040,26405,30608,37528,55975,10605,4739,3604,1122,6,7,0,5866,3615,2014,171,61,5,723,28.2
37312,ZCTA5 37312,34378,4107,38362,21552,32386,34640,47074,55028,13403,9026,7223,1698,91,14,0,4377,2800,1379,121,35,42,856,28.1
37313,ZCTA5 37313,1550,349,30525,40083,30625,26477,38917,43958,610,504,416,77,7,0,4,106,41,65,0,0,0,NA,24.8
37315,ZCTA5 37315,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37317,ZCTA5 37317,2544,560,31269,28469,23438,43229,NA,29821,1226,803,658,145,0,0,0,423,318,86,19,0,0,548,33.2
37318,ZCTA5 37318,1535,368,35536,41250,27330,31458,51250,NA,704,462,380,60,22,0,0,242,185,53,4,0,0,555,32.4
37321,ZCTA5 37321,18552,4041,31763,25138,31172,30479,40406,47500,7026,4767,3723,1012,32,0,0,2259,1206,955,80,0,18,669,30.9
37322,ZCTA5 37322,8433,1505,34706,27321,37191,26839,41136,53456,3420,2644,1947,647,43,0,7,776,425,351,0,0,0,679,30.8
37323,ZCTA5 37323,31105,4812,36797,23679,32965,38573,43331,55553,12094,9187,6896,2177,71,15,28,2907,1875,811,195,26,0,817,25.1
37324,ZCTA5 37324,5618,1224,32180,25500,30823,30862,51927,53750,2282,1349,1064,285,0,0,0,933,531,330,63,9,0,700,29
37325,ZCTA5 37325,1805,439,37310,26563,37535,49250,NA,NA,757,638,518,98,16,6,0,119,87,32,0,0,0,670,12.5
37326,ZCTA5 37326,361,85,30625,4821,30833,31477,25625,NA,163,100,76,24,0,0,0,63,37,16,10,0,0,545,26.7
37327,ZCTA5 37327,11521,2037,32286,22557,31394,34908,40042,47163,4399,3188,2385,704,56,43,0,1211,713,441,29,28,0,694,22.2
37328,ZCTA5 37328,1481,345,30579,31224,22303,31067,31827,NA,682,512,478,34,0,0,0,170,124,30,16,0,0,630,32.3
37329,ZCTA5 37329,5648,966,30267,24153,26047,34015,46332,70481,2273,1859,1463,393,3,0,0,414,249,148,17,0,0,622,24.4
37330,ZCTA5 37330,6400,905,31955,21167,26894,40787,43056,55098,2826,2313,1971,326,5,11,0,513,371,127,15,0,0,854,18.6
37331,ZCTA5 37331,7046,1493,27188,NA,27216,25179,35833,55592,3007,2113,1658,455,0,0,0,894,595,287,6,0,6,616,37.4
37332,ZCTA5 37332,2783,307,36852,20223,26650,50417,51071,NA,995,854,682,172,0,0,0,141,115,12,14,0,0,647,26.1
37333,ZCTA5 37333,580,240,16250,NA,16458,20625,NA,NA,265,219,142,42,11,24,0,46,46,0,0,0,0,NA,NA
37334,ZCTA5 37334,22450,2935,32300,26983,29342,35299,55264,57269,9273,6683,5354,1238,84,7,0,2590,1587,880,79,44,0,710,33.9
37335,ZCTA5 37335,2642,606,32362,28326,31646,31901,95577,57434,966,785,628,133,24,0,0,181,63,65,53,0,0,1012,25.3
37336,ZCTA5 37336,4586,455,40000,32404,27486,41075,55093,48269,1793,1597,1190,407,0,0,0,196,139,57,0,0,0,805,35.7
37337,ZCTA5 37337,1376,212,27546,31250,28681,NA,18917,NA,586,419,301,118,0,0,0,167,160,7,0,0,0,419,37
37338,ZCTA5 37338,3391,562,32829,30333,31667,37679,29018,NA,1265,906,630,249,27,0,0,359,206,144,0,9,0,716,25.6
37339,ZCTA5 37339,2543,570,35458,26563,30286,47750,39063,49150,784,665,418,213,34,0,0,119,67,34,18,0,0,629,29.2
37340,ZCTA5 37340,655,56,36674,NA,36897,43750,NA,NA,234,174,133,41,0,0,0,60,31,29,0,0,0,827,25.3
37341,ZCTA5 37341,11663,908,37459,24688,35313,35730,36385,80547,4478,3810,3150,599,37,13,11,668,423,238,0,7,0,848,25.8
37342,ZCTA5 37342,4137,885,30877,18958,30409,31488,39097,39545,1507,1185,941,219,0,15,10,322,164,136,10,12,0,717,26.6
37343,ZCTA5 37343,42478,3834,43093,33142,31107,37179,56993,63831,17280,13292,11262,1947,67,0,16,3988,2852,1069,55,12,0,880,27.6
37345,ZCTA5 37345,2585,201,31034,31250,30179,30938,35625,71154,946,757,591,166,0,0,0,189,79,110,0,0,0,720,24.7
37347,ZCTA5 37347,7952,1362,35420,19271,32192,39519,38875,43482,3311,2666,1939,708,5,0,14,645,425,220,0,0,0,639,19.7
37348,ZCTA5 37348,951,250,35867,4875,23125,36964,107910,NA,398,295,261,20,14,0,0,103,33,70,0,0,0,611,36.1
37350,ZCTA5 37350,1961,43,73819,NA,43194,32500,57321,131250,737,674,625,49,0,0,0,63,56,7,0,0,0,1205,32.5
37351,ZCTA5 37351,283,50,44238,NA,NA,43167,45500,NA,130,63,43,20,0,0,0,67,41,26,0,0,0,1158,19.2
37352,ZCTA5 37352,3294,310,34256,NA,32885,41842,42826,27024,1346,1076,811,257,8,0,0,270,267,0,0,3,0,659,22.5
37353,ZCTA5 37353,5172,727,38003,100987,30036,38226,38633,53111,1980,1506,1129,351,26,0,0,474,336,138,0,0,0,826,31.5
37354,ZCTA5 37354,17162,3593,31740,22214,32352,26642,37182,44518,6921,5300,3622,1563,72,43,0,1621,1102,519,0,0,0,628,25.3
37355,ZCTA5 37355,26570,2802,32339,21227,30279,33522,38866,52478,10218,7064,5514,1455,71,24,0,3154,1959,1049,123,23,0,725,25
37356,ZCTA5 37356,2386,657,20299,NA,21400,20566,NA,47500,895,595,483,107,5,0,0,300,183,73,41,3,0,659,28.1
37357,ZCTA5 37357,5106,746,35080,21910,31011,41685,51000,48125,1859,1587,1123,398,66,0,0,272,206,55,11,0,0,680,37.5
37359,ZCTA5 37359,1016,131,33750,NA,28205,NA,64000,NA,394,327,245,62,0,0,20,67,50,17,0,0,0,564,45.4
37360,ZCTA5 37360,1577,95,47500,NA,47446,51667,NA,NA,657,604,406,198,0,0,0,53,30,20,3,0,0,929,41.5
37361,ZCTA5 37361,1536,68,38866,28750,27145,31116,46397,43884,717,520,439,81,0,0,0,197,75,122,0,0,0,713,19.8
37362,ZCTA5 37362,3385,589,27135,13897,33038,25878,40781,55469,1408,1046,716,288,7,15,20,362,230,132,0,0,0,690,44
37363,ZCTA5 37363,39537,2412,45733,31029,33551,38064,54880,59691,14898,11387,9209,2104,37,37,0,3511,2234,1259,0,18,0,1046,28.6
37365,ZCTA5 37365,1211,403,27857,23125,22386,31905,NA,NA,425,380,251,127,2,0,0,45,23,22,0,0,0,604,28.1
37366,ZCTA5 37366,976,102,42763,NA,30357,26176,112578,48750,395,319,265,54,0,0,0,76,23,53,0,0,0,1060,51
37367,ZCTA5 37367,11010,2314,29400,25067,24181,35744,39386,58846,3932,2889,2126,739,4,9,11,1043,660,328,17,12,26,632,24
37369,ZCTA5 37369,632,19,37893,NA,38264,34318,NA,NA,275,244,149,95,0,0,0,31,31,0,0,0,0,NA,NA
37370,ZCTA5 37370,4872,776,39015,18271,37946,36667,46375,59375,2049,1666,1285,366,0,15,0,383,307,64,12,0,0,591,41.2
37373,ZCTA5 37373,3044,273,41553,NA,38241,54028,40938,87375,1099,976,643,297,36,0,0,123,87,36,0,0,0,745,19.3
37374,ZCTA5 37374,2071,392,28108,17849,51683,NA,108750,NA,731,618,438,149,13,18,0,113,37,76,0,0,0,905,17.4
37375,ZCTA5 37375,2445,225,41786,23214,20795,NA,34250,63714,1096,862,752,100,10,0,0,234,186,38,0,0,10,976,32.6
37376,ZCTA5 37376,283,41,15893,NA,14219,NA,NA,NA,139,112,84,28,0,0,0,27,27,0,0,0,0,NA,NA
37377,ZCTA5 37377,15716,942,56301,NA,27500,35363,58872,95141,5812,4972,4320,652,0,0,0,840,502,336,2,0,0,1148,20.5
37379,ZCTA5 37379,27159,2509,40506,26012,32450,40326,57917,62614,11168,9242,7656,1466,102,0,18,1926,1367,537,22,0,0,769,24.3
37380,ZCTA5 37380,6078,1174,36053,21058,31515,37361,61000,65568,2560,1686,1274,353,55,0,4,874,656,192,26,0,0,602,28.4
37381,ZCTA5 37381,9382,1800,33438,12962,31214,36771,40232,45750,3713,2917,2398,485,34,0,0,796,571,225,0,0,0,628,27.2
37385,ZCTA5 37385,8380,1446,29583,27500,31142,24090,40625,NA,3172,2781,2083,601,97,0,0,391,176,164,51,0,0,680,27.4
37387,ZCTA5 37387,2876,384,31962,32250,29261,43361,NA,NA,1225,883,689,194,0,0,0,342,236,106,0,0,0,561,31.8
37388,ZCTA5 37388,25155,3956,34540,27623,26453,33354,46989,63750,10469,6992,5721,1190,50,20,11,3477,2256,1056,94,40,31,751,28
37391,ZCTA5 37391,1495,157,35388,NA,26804,36940,NA,NA,659,513,432,81,0,0,0,146,52,94,0,0,0,817,18
37394,ZCTA5 37394,86,20,NA,NA,NA,NA,NA,NA,36,23,18,5,0,0,0,13,9,4,0,0,0,NA,NA
37396,ZCTA5 37396,244,0,45262,NA,45727,NA,NA,NA,79,66,34,32,0,0,0,13,13,0,0,0,0,NA,NA
37397,ZCTA5 37397,9605,1581,35470,22408,34216,37743,42857,43583,3783,2799,2134,642,23,0,0,984,482,485,17,0,0,708,25.8
37398,ZCTA5 37398,14661,1937,36022,27029,30885,34573,48718,74180,5968,4330,3501,788,27,0,14,1638,1131,466,41,0,0,622,27.1
37402,ZCTA5 37402,3649,1562,32844,14940,15250,NA,57961,48000,2311,95,70,25,0,0,0,2216,1529,661,0,26,0,332,25.9
37403,ZCTA5 37403,3134,1109,35686,16154,21369,35518,56250,90917,1531,463,420,39,4,0,0,1068,770,294,4,0,0,902,34.9
37404,ZCTA5 37404,11940,3102,27519,17629,22389,30721,41777,68125,4948,2386,2042,321,13,0,10,2562,1826,662,58,16,0,728,33.2
37405,ZCTA5 37405,16610,1810,43133,21471,30513,31063,47736,66618,7911,4239,3501,723,0,15,0,3672,2952,664,21,35,0,1048,28
37406,ZCTA5 37406,13806,4008,27429,15063,30136,28546,43047,52500,6095,2740,2419,321,0,0,0,3355,2403,853,64,35,0,720,36.1
37407,ZCTA5 37407,11034,4936,21424,19531,22093,23430,37348,NA,3559,1033,879,148,6,0,0,2526,1216,1017,235,58,0,729,31.3
37408,ZCTA5 37408,1722,351,56726,16719,19583,41750,69750,64261,879,308,260,42,6,0,0,571,359,202,0,10,0,767,28.5
37409,ZCTA5 37409,2680,221,36887,NA,23934,30179,40227,68462,1184,829,653,176,0,0,0,355,258,97,0,0,0,736,26.5
37410,ZCTA5 37410,3668,1709,23933,22618,24375,25067,NA,NA,1531,487,368,119,0,0,0,1044,633,355,0,32,24,668,37.1
37411,ZCTA5 37411,16930,1990,32533,17455,31184,32955,41734,51719,7321,4398,3852,540,0,0,6,2923,2363,403,146,11,0,779,31.5
37412,ZCTA5 37412,21023,3152,31787,25062,28271,33928,36567,44623,9021,5070,4276,766,2,26,0,3951,2815,984,103,49,0,848,34.6
37415,ZCTA5 37415,23867,2773,38540,19615,28398,32749,45528,61654,11298,6495,5687,782,10,0,16,4803,3516,1158,85,24,20,884,27.3
37416,ZCTA5 37416,15222,1161,31692,22105,27112,31610,51786,40375,6476,4003,3507,459,37,0,0,2473,1824,558,0,91,0,921,30.1
37419,ZCTA5 37419,6754,979,40558,11619,30950,38481,85074,94160,2789,2075,1764,297,14,0,0,714,423,291,0,0,0,754,33.8
37421,ZCTA5 37421,50705,4581,40465,20711,30129,34995,52611,59466,20760,12013,10293,1628,92,0,0,8747,5733,2843,86,18,67,1059,28.5
37601,ZCTA5 37601,35655,7564,33175,20375,26108,30060,40631,53866,15490,8546,6900,1528,118,0,0,6944,4915,1825,178,26,0,721,28.5
37604,ZCTA5 37604,34823,7360,33997,21538,26563,26591,45636,66610,16506,8136,7108,990,38,0,0,8370,5766,2368,192,32,12,748,29.9
37614,ZCTA5 37614,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37615,ZCTA5 37615,21510,2069,42776,30688,24643,37846,52737,80260,9208,6541,5423,1093,9,16,0,2667,1909,690,51,17,0,780,27.7
37616,ZCTA5 37616,4264,951,35029,NA,29279,30956,42292,67031,1961,1637,1447,176,14,0,0,324,240,84,0,0,0,719,23.5
37617,ZCTA5 37617,13245,1161,35607,20676,30888,33801,46905,62805,5547,4654,3895,747,12,0,0,893,627,247,0,9,10,629,21.5
37618,ZCTA5 37618,13822,2619,31896,28250,24250,33889,48889,61250,5546,4190,3435,705,50,0,0,1356,829,393,134,0,0,676,24
37620,ZCTA5 37620,37510,7006,31306,17458,25080,31628,43369,57926,16321,11650,9577,1907,136,24,6,4671,3191,1362,87,31,0,674,28.2
37640,ZCTA5 37640,3551,587,30423,NA,28000,32823,47667,56000,1469,1077,750,301,15,11,0,392,258,134,0,0,0,712,33.7
37641,ZCTA5 37641,9287,1122,31726,19645,31957,25447,40179,56012,3908,3215,2585,594,36,0,0,693,386,275,32,0,0,724,21.9
37642,ZCTA5 37642,14763,2177,33761,23906,29066,38885,40972,52056,6184,4708,3925,736,36,0,11,1476,879,555,42,0,0,656,31.3
37643,ZCTA5 37643,32727,7886,29963,24337,23624,31833,42692,47746,14099,9853,8118,1635,61,23,16,4246,2812,1378,3,53,0,627,27.5
37645,ZCTA5 37645,4997,634,40328,NA,31708,40423,50144,54306,2096,1541,1299,242,0,0,0,555,376,134,45,0,0,682,21.6
37650,ZCTA5 37650,11688,2251,31620,16029,24762,35372,50784,NA,5364,3918,3176,732,0,10,0,1446,1098,348,0,0,0,636,29.6
37656,ZCTA5 37656,3645,409,36037,NA,21581,42429,78947,NA,1602,1311,1113,183,15,0,0,291,175,116,0,0,0,574,44.1
37657,ZCTA5 37657,900,230,30573,NA,45083,38750,NA,NA,384,287,251,36,0,0,0,97,60,37,0,0,0,613,19.4
37658,ZCTA5 37658,3788,744,32788,NA,31373,30085,42200,47017,1753,1413,1217,185,0,11,0,340,207,133,0,0,0,549,35.2
37659,ZCTA5 37659,27263,2391,36558,18846,28856,38253,48819,57964,11231,9221,7581,1602,23,15,0,2010,1291,687,32,0,0,835,25.6
37660,ZCTA5 37660,38428,7696,31221,17222,26112,28992,38750,67139,17463,10772,9265,1425,82,0,0,6691,4720,1796,85,11,79,639,28.2
37663,ZCTA5 37663,14079,1189,40798,20494,26790,39725,49131,65972,5962,4764,3994,742,13,15,0,1198,845,250,103,0,0,684,28.4
37664,ZCTA5 37664,27093,3728,32135,24960,27407,30160,44423,58750,11654,8549,7136,1342,54,17,0,3105,2061,1026,18,0,0,671,27.7
37665,ZCTA5 37665,5604,1411,27481,NA,26214,29341,40787,48438,2478,1522,1246,267,9,0,0,956,616,328,7,0,5,669,37.6
37680,ZCTA5 37680,512,261,36250,NA,NA,NA,NA,NA,218,144,144,0,0,0,0,74,17,57,0,0,0,NA,NA
37681,ZCTA5 37681,5918,620,33350,27083,31750,31866,44806,41705,2403,1877,1486,374,17,0,0,526,354,122,0,50,0,617,26.1
37682,ZCTA5 37682,159,17,38542,NA,NA,NA,35759,NA,110,70,70,0,0,0,0,40,40,0,0,0,0,NA,NA
37683,ZCTA5 37683,11235,3049,23601,14221,17418,30615,33828,48688,4929,3794,3125,669,0,0,0,1135,763,274,92,6,0,528,35.1
37686,ZCTA5 37686,8129,710,35999,NA,28889,36786,55000,104432,3220,2561,2138,359,44,0,20,659,448,208,3,0,0,761,19.8
37687,ZCTA5 37687,4181,882,31576,20395,27021,NA,39526,50795,1922,1725,1475,250,0,0,0,197,149,48,0,0,0,541,16.6
37688,ZCTA5 37688,981,230,24688,NA,15000,42125,82813,NA,469,402,361,41,0,0,0,67,43,24,0,0,0,525,18.5
37690,ZCTA5 37690,4213,431,30456,33355,27406,28262,44628,NA,1709,1534,1177,350,0,0,7,175,120,41,14,0,0,494,22.4
37691,ZCTA5 37691,569,51,34016,NA,NA,34734,NA,NA,233,131,118,13,0,0,0,102,51,51,0,0,0,533,27.5
37692,ZCTA5 37692,4872,675,28605,22083,26101,27679,32021,60179,2002,1402,1166,236,0,0,0,600,334,266,0,0,0,626,26.5
37694,ZCTA5 37694,2038,501,30893,43009,27041,27000,48170,41750,787,565,440,110,15,0,0,222,111,107,4,0,0,666,25.1
37701,ZCTA5 37701,7737,1034,33524,17656,25673,34789,57662,60313,3103,2095,1707,388,0,0,0,1008,611,349,32,16,0,811,28.2
37705,ZCTA5 37705,4010,401,32250,30792,29500,31453,45714,NA,1620,1294,1104,167,23,0,0,326,200,106,0,0,20,826,30.5
37708,ZCTA5 37708,5779,1118,30433,33512,25208,24598,57212,NA,2496,1989,1613,342,29,0,5,507,379,128,0,0,0,598,30.6
37709,ZCTA5 37709,4042,512,38846,37250,30810,32604,48250,60208,1527,1163,939,218,6,0,0,364,176,188,0,0,0,762,36.5
37710,ZCTA5 37710,989,206,24783,22969,23854,34464,NA,NA,368,340,227,113,0,0,0,28,28,0,0,0,0,625,16.1
37711,ZCTA5 37711,4843,1111,27594,16085,26676,31250,48984,75086,1999,1463,1128,328,7,0,0,536,325,209,2,0,0,553,36.6
37713,ZCTA5 37713,1483,451,26789,2499,21900,31143,23393,NA,546,314,236,78,0,0,0,232,145,87,0,0,0,707,51
37714,ZCTA5 37714,4714,844,35171,34833,33081,32727,48235,85333,1729,1158,947,144,44,23,0,571,296,268,0,7,0,699,24.3
37715,ZCTA5 37715,705,177,30598,31429,31484,NA,NA,NA,306,261,168,93,0,0,0,45,37,3,5,0,0,418,29.2
37716,ZCTA5 37716,26303,3703,35492,25662,30160,33901,53006,64313,10789,7427,6046,1263,109,9,0,3362,2273,971,23,0,95,725,28.6
37719,ZCTA5 37719,175,43,27328,NA,NA,26724,NA,NA,75,26,26,0,0,0,0,49,14,29,6,0,0,NA,NA
37721,ZCTA5 37721,13376,1349,37550,37594,33393,37961,42321,55086,5105,4284,3327,940,17,0,0,821,487,307,27,0,0,973,28.9
37722,ZCTA5 37722,5829,992,27854,17750,27341,30122,45242,41071,2405,1914,1507,358,7,42,0,491,331,160,0,0,0,538,36.1
37723,ZCTA5 37723,924,303,29250,20000,26688,31250,NA,NA,408,351,310,32,9,0,0,57,45,12,0,0,0,676,16
37724,ZCTA5 37724,2540,588,27250,12155,17241,26554,26027,51974,1219,694,572,104,7,11,0,525,406,110,9,0,0,692,43.8
37725,ZCTA5 37725,17269,1160,34444,20881,28415,35145,50723,72333,6588,5256,4104,1129,23,0,0,1332,645,593,57,37,0,896,30.7
37726,ZCTA5 37726,1866,555,19542,18800,17266,17850,NA,NA,805,699,561,118,12,0,8,106,77,29,0,0,0,544,43
37727,ZCTA5 37727,2374,486,31078,34167,25987,38333,26544,NA,877,763,613,136,0,14,0,114,58,49,0,0,7,528,18.5
37729,ZCTA5 37729,1760,610,24341,24444,19625,22038,NA,NA,608,523,396,97,0,30,0,85,50,35,0,0,0,339,9
37730,ZCTA5 37730,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37731,ZCTA5 37731,470,101,28295,NA,29205,NA,NA,NA,166,153,100,53,0,0,0,13,8,5,0,0,0,NA,NA
37732,ZCTA5 37732,158,30,31750,NA,NA,NA,NA,NA,99,69,61,8,0,0,0,30,30,0,0,0,0,NA,NA
37733,ZCTA5 37733,52,14,NA,NA,NA,NA,NA,NA,28,28,20,8,0,0,0,0,0,0,0,0,0,NA,NA
37737,ZCTA5 37737,5795,620,36533,18304,35797,37273,49292,72500,2358,2071,1715,345,3,8,0,287,158,122,0,7,0,819,19.6
37738,ZCTA5 37738,5397,886,23154,21570,20924,24821,18616,50486,2380,1500,1310,180,10,0,0,880,378,355,8,106,33,797,30.7
37742,ZCTA5 37742,6252,328,40962,37292,33239,37733,50982,72431,2400,2076,1690,343,43,0,0,324,178,90,0,56,0,806,17
37743,ZCTA5 37743,25060,4518,29221,17153,24493,30273,40345,69476,9971,7331,5960,1322,49,0,0,2640,1699,857,75,9,0,594,30
37745,ZCTA5 37745,17235,2146,34804,31458,27664,35391,37440,55741,7343,4904,4049,843,5,7,0,2439,1722,696,14,7,0,615,25.2
37748,ZCTA5 37748,16216,3050,32318,21683,27371,33430,50459,40000,6701,4904,3816,1059,9,2,18,1797,1175,503,68,51,0,636,29.9
37752,ZCTA5 37752,5774,1121,34750,NA,25735,33971,47518,51023,2516,1939,1559,334,46,0,0,577,491,69,17,0,0,704,32.1
37753,ZCTA5 37753,1048,348,32267,NA,NA,50759,36992,NA,366,243,191,52,0,0,0,123,43,80,0,0,0,473,51
37754,ZCTA5 37754,5285,831,29495,15721,22078,28678,41083,81500,1917,1618,1094,524,0,0,0,299,164,135,0,0,0,925,35
37755,ZCTA5 37755,3018,921,25368,NA,17848,36786,NA,67625,1199,723,614,93,0,16,0,476,282,189,5,0,0,485,23.8
37756,ZCTA5 37756,2808,785,32377,22981,27120,35000,61429,104118,1115,829,607,222,0,0,0,286,217,65,0,4,0,519,26
37757,ZCTA5 37757,9362,1141,37782,28281,32750,40174,44188,45865,3834,2713,1987,726,0,0,0,1121,775,346,0,0,0,654,31.3
37760,ZCTA5 37760,12470,2020,37138,17330,31946,38863,44340,51875,4757,2882,2204,635,43,0,0,1875,1168,664,11,32,0,670,27.9
37762,ZCTA5 37762,2676,803,22444,NA,19797,25156,38333,58958,1260,672,499,165,8,0,0,588,464,110,0,14,0,479,27.5
37763,ZCTA5 37763,14921,1388,40853,31667,26106,33525,85083,73800,6110,4920,4251,650,19,0,0,1190,653,452,85,0,0,774,23
